post_id,user_id,text,author_gender,author_partisanship,author_ideology,author_race,author_age,author_education,author_income,author_marital_status,author_religiosity,selected,prompt_style,trial_id,sentiment_polarity,sentiment_subjectivity,primary_topic,polarization_score,toxicity
post_00093,user_00047,Reading about healthcare costs this morning — highly recommend.,female,Other,liberal,White,55-64,high school,<25k,divorced,not religious,0,engaging,19,0.8172,0.779,news_&_social_concern,0.4775,0.2216
post_00195,user_00098,Can we talk about tech regulation? There's so much to unpack here.,male,Independent,moderate,White,45-54,college,100k+,married,not religious,0,engaging,19,-0.7545,0.5883,sports,0.2351,0.0731
post_00042,user_00021,Why does no one talk about healthcare costs enough? It really matters.,male,Republican,moderate,White,35-44,postgraduate,25k-50k,single,somewhat religious,0,engaging,19,-0.4182,0.7625,business_&_entrepreneurs,0.1368,0.2231
post_00105,user_00053,What's everyone's take on foreign policy? I'm genuinely curious.,male,Independent,moderate,White,45-54,high school,50k-75k,divorced,not religious,0,engaging,19,0.454,0.4922,other,0.5903,0.1137
post_00121,user_00061,Reading about social media this morning — highly recommend.,male,Republican,liberal,White,35-44,postgraduate,50k-75k,married,very religious,0,engaging,19,0.5721,0.6777,arts_&_culture,0.8374,0.2351
post_00033,user_00017,Long thread incoming on healthcare costs — stay tuned.,female,Republican,conservative,White,18-24,postgraduate,50k-75k,single,somewhat religious,0,engaging,19,-0.2764,0.9796,diaries_&_daily_life,0.703,0.0057
post_00086,user_00043,Today I'm thinking about foreign policy and what it means for all of us.,male,Democrat,moderate,White,18-24,college,<25k,married,religious,1,engaging,19,0.0377,0.7803,family,0.0177,0.2806
post_00041,user_00021,"Reminder that gun safety affects everyone, not just a few.",male,Republican,moderate,White,35-44,postgraduate,25k-50k,single,somewhat religious,1,engaging,19,-0.0354,0.7257,sports,0.7133,0.295
post_00050,user_00025,Reading about tax policy this morning — highly recommend.,female,Independent,conservative,White,25-34,high school,100k+,single,not religious,0,engaging,19,-0.1132,0.7154,travel_&_adventure,0.3341,0.2363
post_00193,user_00097,Why does no one talk about social media enough? It really matters.,female,Republican,liberal,White,65+,college,25k-50k,married,somewhat religious,0,engaging,19,-0.6661,0.2494,sports,0.3986,0.181
post_00059,user_00030,Hot take: education funding is more complicated than people think.,male,Democrat,liberal,Black,65+,high school,<25k,married,not religious,1,engaging,19,-0.8072,0.2665,politics,0.7324,0.1522
post_00016,user_00008,Why does no one talk about infrastructure enough? It really matters.,female,Republican,liberal,White,25-34,college,75k-100k,single,religious,0,engaging,19,0.7862,0.9556,fitness_&_health,0.6008,0.2879
post_00046,user_00023,Had a great conversation today about education funding. So much nuance.,male,Democrat,very liberal,White,55-64,high school,50k-75k,single,very religious,0,engaging,19,0.0413,0.2534,sports,0.5146,0.2048
post_00130,user_00065,"Reminder that housing affordability affects everyone, not just a few.",female,Republican,liberal,White,25-34,college,25k-50k,married,very religious,0,engaging,19,-0.764,0.7795,arts_&_culture,0.9818,0.2176
post_00085,user_00043,Reading about education funding this morning — highly recommend.,male,Democrat,moderate,White,18-24,college,<25k,married,religious,0,informative,0,0.5575,0.8576,celebrity_&_pop_culture,0.9632,0.0378
post_00136,user_00068,Today I'm thinking about labor rights and what it means for all of us.,male,Democrat,conservative,Hispanic,18-24,college,25k-50k,widowed,not religious,0,informative,0,-0.1684,0.5354,sports,0.465,0.1991
post_00068,user_00034,Quick update on gun safety: things are moving fast.,female,Democrat,conservative,Hispanic,18-24,college,50k-75k,divorced,religious,0,informative,0,0.2694,0.921,gaming,0.6491,0.2756
post_00028,user_00014,Reading about student debt this morning — highly recommend.,female,Republican,moderate,Asian,45-54,postgraduate,25k-50k,married,not religious,0,informative,0,-0.7828,0.466,travel_&_adventure,0.8528,0.0636
post_00112,user_00056,New report on gun safety just dropped. The findings are surprising.,male,Independent,moderate,White,65+,high school,100k+,married,religious,0,informative,0,0.9238,0.6425,fitness_&_health,0.6204,0.2124
post_00195,user_00098,Can we talk about tech regulation? There's so much to unpack here.,male,Independent,moderate,White,45-54,college,100k+,married,not religious,0,informative,0,-0.7545,0.5883,sports,0.2351,0.0731
post_00007,user_00004,Today I'm thinking about gun safety and what it means for all of us.,male,Democrat,liberal,Hispanic,45-54,college,50k-75k,divorced,somewhat religious,0,informative,0,0.8757,0.8009,learning_&_educational,0.049,0.1561
post_00019,user_00010,Excited to share my thoughts on mental health with everyone.,female,Republican,liberal,White,35-44,college,75k-100k,single,religious,0,informative,0,-0.3794,0.4423,diaries_&_daily_life,0.2994,0.1566
post_00200,user_00100,Just saw the news about foreign policy. Interesting times ahead.,female,Democrat,moderate,Other,35-44,college,75k-100k,divorced,not religious,0,informative,0,-0.4555,0.6396,sports,0.1141,0.0519
post_00179,user_00090,Why does no one talk about tech regulation enough? It really matters.,female,Democrat,conservative,Black,55-64,high school,100k+,divorced,somewhat religious,1,informative,0,0.4338,0.4628,food_&_dining,0.782,0.0431
post_00066,user_00033,Reading about student debt this morning — highly recommend.,female,Republican,moderate,White,35-44,postgraduate,75k-100k,single,somewhat religious,1,informative,0,0.2997,0.4809,family,0.4897,0.1784
post_00006,user_00003,Reading about renewable energy this morning — highly recommend.,female,Democrat,moderate,White,35-44,postgraduate,50k-75k,single,very religious,1,informative,0,-0.0267,0.1374,food_&_dining,0.7394,0.0037
post_00080,user_00040,Today I'm thinking about housing affordability and what it means for all of us.,male,Independent,conservative,Hispanic,35-44,high school,75k-100k,divorced,very religious,0,informative,0,0.9384,0.5142,learning_&_educational,0.7207,0.1781
post_00176,user_00088,New report on election integrity just dropped. The findings are surprising.,female,Democrat,conservative,White,65+,college,75k-100k,married,somewhat religious,1,informative,0,-0.4881,0.3642,diaries_&_daily_life,0.9976,0.2938
post_00193,user_00097,Why does no one talk about social media enough? It really matters.,female,Republican,liberal,White,65+,college,25k-50k,married,somewhat religious,0,informative,0,-0.6661,0.2494,sports,0.3986,0.181
post_00032,user_00016,The tax policy situation has been on my mind a lot lately.,male,Democrat,moderate,White,25-34,college,50k-75k,married,religious,0,informative,0,-0.1013,0.3851,celebrity_&_pop_culture,0.8668,0.2079
post_00030,user_00015,Why does no one talk about tax policy enough? It really matters.,female,Republican,liberal,White,35-44,college,75k-100k,single,somewhat religious,0,informative,0,-0.6071,0.4585,other,0.6534,0.0557
post_00147,user_00074,Why does no one talk about climate policy enough? It really matters.,female,Democrat,moderate,Hispanic,55-64,postgraduate,25k-50k,divorced,somewhat religious,0,informative,0,0.1682,0.9163,learning_&_educational,0.7773,0.0152
post_00076,user_00038,Hot take: gun safety is more complicated than people think.,female,Independent,liberal,Hispanic,55-64,college,100k+,married,somewhat religious,0,informative,0,-0.9384,0.1155,celebrity_&_pop_culture,0.3666,0.0332
post_00097,user_00049,Just saw the news about election integrity. Interesting times ahead.,male,Republican,liberal,Asian,25-34,postgraduate,<25k,single,very religious,1,informative,0,0.9512,0.2297,travel_&_adventure,0.7999,0.1684
post_00178,user_00089,Excited to share my thoughts on minimum wage with everyone.,male,Democrat,liberal,White,55-64,college,25k-50k,single,somewhat religious,0,informative,0,-0.3063,0.8607,fitness_&_health,0.3727,0.2033
post_00142,user_00071,Excited to share my thoughts on media bias with everyone.,male,Democrat,liberal,White,18-24,college,50k-75k,single,religious,0,informative,0,-0.6107,0.9248,arts_&_culture,0.3649,0.0123
post_00150,user_00075,Today I'm thinking about mental health and what it means for all of us.,female,Independent,liberal,White,65+,postgraduate,25k-50k,divorced,somewhat religious,0,informative,0,-0.397,0.8436,travel_&_adventure,0.0073,0.009
post_00102,user_00051,Reading about housing affordability this morning — highly recommend.,other,Republican,very liberal,White,18-24,high school,<25k,married,somewhat religious,1,informative,0,0.1753,0.2882,family,0.8021,0.0761
post_00062,user_00031,Reading about housing affordability this morning — highly recommend.,male,Democrat,very liberal,White,65+,college,100k+,single,not religious,0,informative,0,0.3368,0.1462,other,0.0841,0.2135
post_00184,user_00092,What's everyone's take on tech regulation? I'm genuinely curious.,male,Independent,very liberal,White,18-24,high school,50k-75k,single,religious,0,informative,0,0.1184,0.2847,gaming,0.7629,0.0565
post_00189,user_00095,Today I'm thinking about infrastructure and what it means for all of us.,male,Independent,liberal,Black,65+,high school,25k-50k,single,religious,0,informative,0,-0.9252,0.0877,science_&_technology,0.0848,0.171
post_00154,user_00077,Hot take: immigration reform is more complicated than people think.,male,Independent,moderate,White,45-54,college,<25k,married,religious,0,informative,0,-0.9544,0.6144,other,0.1093,0.1701
post_00056,user_00028,The housing affordability situation has been on my mind a lot lately.,male,Independent,moderate,White,25-34,high school,75k-100k,single,not religious,0,informative,0,0.1072,0.1655,food_&_dining,0.6702,0.0028
post_00038,user_00019,Long thread incoming on election integrity — stay tuned.,female,Democrat,conservative,White,25-34,college,25k-50k,married,religious,1,informative,0,-0.2909,0.4886,fitness_&_health,0.3723,0.1299
post_00095,user_00048,Hot take: media bias is more complicated than people think.,female,Independent,very conservative,Hispanic,45-54,high school,<25k,married,somewhat religious,0,informative,0,-0.6588,0.7349,family,0.9247,0.1832
post_00148,user_00074,Just saw the news about social media. Interesting times ahead.,female,Democrat,moderate,Hispanic,55-64,postgraduate,25k-50k,divorced,somewhat religious,0,informative,0,0.9848,0.4379,family,0.4969,0.0957
post_00137,user_00069,Can we talk about social media? There's so much to unpack here.,female,Independent,very conservative,Black,55-64,high school,75k-100k,married,not religious,0,informative,0,0.365,0.3742,gaming,0.7553,0.2342
post_00074,user_00037,Reading about infrastructure this morning — highly recommend.,non-binary,Republican,liberal,White,45-54,postgraduate,25k-50k,married,somewhat religious,0,informative,0,-0.8116,0.0139,travel_&_adventure,0.5203,0.085
post_00050,user_00025,Reading about tax policy this morning — highly recommend.,female,Independent,conservative,White,25-34,high school,100k+,single,not religious,0,informative,0,-0.1132,0.7154,travel_&_adventure,0.3341,0.2363
post_00098,user_00049,What's everyone's take on immigration reform? I'm genuinely curious.,male,Republican,liberal,Asian,25-34,postgraduate,<25k,single,very religious,0,informative,0,0.1988,0.8254,diaries_&_daily_life,0.7423,0.0834
post_00079,user_00040,The social media situation has been on my mind a lot lately.,male,Independent,conservative,Hispanic,35-44,high school,75k-100k,divorced,very religious,0,informative,0,0.4103,0.2367,business_&_entrepreneurs,0.0446,0.205
post_00067,user_00034,Long thread incoming on healthcare costs — stay tuned.,female,Democrat,conservative,Hispanic,18-24,college,50k-75k,divorced,religious,0,informative,0,0.5568,0.2864,fitness_&_health,0.1197,0.0309
post_00194,user_00097,New report on housing affordability just dropped. The findings are surprising.,female,Republican,liberal,White,65+,college,25k-50k,married,somewhat religious,0,informative,0,0.1305,0.3103,arts_&_culture,0.8436,0.0142
post_00115,user_00058,What's everyone's take on media bias? I'm genuinely curious.,female,Independent,conservative,White,35-44,high school,100k+,married,somewhat religious,1,informative,0,0.2606,0.9027,fitness_&_health,0.278,0.1039
post_00111,user_00056,Can we talk about foreign policy? There's so much to unpack here.,male,Independent,moderate,White,65+,high school,100k+,married,religious,0,informative,0,-0.4233,0.4126,news_&_social_concern,0.08,0.1294
post_00071,user_00036,Had a great conversation today about climate policy. So much nuance.,male,Democrat,very conservative,White,25-34,college,25k-50k,married,religious,1,informative,0,-0.1222,0.9718,business_&_entrepreneurs,0.8864,0.0967
post_00139,user_00070,Today I'm thinking about tax policy and what it means for all of us.,male,Democrat,moderate,White,35-44,high school,50k-75k,single,somewhat religious,0,informative,0,0.628,0.2367,celebrity_&_pop_culture,0.105,0.1363
post_00044,user_00022,New report on minimum wage just dropped. The findings are surprising.,male,Other,liberal,White,55-64,college,25k-50k,single,religious,0,informative,0,0.6165,0.6712,business_&_entrepreneurs,0.9987,0.2394
post_00023,user_00012,Just saw the news about renewable energy. Interesting times ahead.,male,Republican,liberal,White,18-24,college,<25k,married,very religious,0,informative,0,-0.3403,0.8044,family,0.7937,0.1787
post_00087,user_00044,Can we talk about labor rights? There's so much to unpack here.,male,Republican,moderate,Asian,35-44,college,50k-75k,single,not religious,1,informative,0,-0.1266,0.0211,news_&_social_concern,0.5395,0.186
post_00158,user_00079,Excited to share my thoughts on student debt with everyone.,female,Republican,moderate,Other,45-54,college,100k+,single,not religious,0,informative,0,-0.5455,0.739,gaming,0.173,0.0556
post_00130,user_00065,"Reminder that housing affordability affects everyone, not just a few.",female,Republican,liberal,White,25-34,college,25k-50k,married,very religious,0,informative,0,-0.764,0.7795,arts_&_culture,0.9818,0.2176
post_00113,user_00057,Quick update on infrastructure: things are moving fast.,female,Democrat,moderate,Black,35-44,high school,<25k,married,somewhat religious,0,informative,0,0.3445,0.5226,fitness_&_health,0.348,0.1409
post_00186,user_00093,Today I'm thinking about gun safety and what it means for all of us.,male,Republican,moderate,Black,18-24,postgraduate,50k-75k,married,not religious,0,informative,0,0.6622,0.6861,celebrity_&_pop_culture,0.3253,0.0297
post_00037,user_00019,Unpopular opinion: gun safety deserves way more attention.,female,Democrat,conservative,White,25-34,college,25k-50k,married,religious,0,informative,1,-0.1077,0.9248,diaries_&_daily_life,0.3075,0.0953
post_00052,user_00026,Why does no one talk about media bias enough? It really matters.,female,Other,conservative,White,35-44,postgraduate,75k-100k,married,very religious,1,informative,1,-0.8199,0.4163,travel_&_adventure,0.6308,0.1085
post_00087,user_00044,Can we talk about labor rights? There's so much to unpack here.,male,Republican,moderate,Asian,35-44,college,50k-75k,single,not religious,0,informative,1,-0.1266,0.0211,news_&_social_concern,0.5395,0.186
post_00105,user_00053,What's everyone's take on foreign policy? I'm genuinely curious.,male,Independent,moderate,White,45-54,high school,50k-75k,divorced,not religious,0,informative,1,0.454,0.4922,other,0.5903,0.1137
post_00060,user_00030,Just saw the news about immigration reform. Interesting times ahead.,male,Democrat,liberal,Black,65+,high school,<25k,married,not religious,0,informative,1,-0.5953,0.4169,sports,0.6541,0.005
post_00023,user_00012,Just saw the news about renewable energy. Interesting times ahead.,male,Republican,liberal,White,18-24,college,<25k,married,very religious,0,informative,1,-0.3403,0.8044,family,0.7937,0.1787
post_00063,user_00032,What's everyone's take on media bias? I'm genuinely curious.,male,Republican,moderate,Black,45-54,college,<25k,married,somewhat religious,0,informative,1,0.2877,0.1998,food_&_dining,0.0556,0.2444
post_00108,user_00054,Unpopular opinion: tech regulation deserves way more attention.,female,Independent,very conservative,Other,45-54,college,100k+,married,very religious,0,informative,1,-0.3483,0.9662,celebrity_&_pop_culture,0.3878,0.0335
post_00053,user_00027,"Reminder that student debt affects everyone, not just a few.",female,Democrat,conservative,White,55-64,postgraduate,25k-50k,single,very religious,0,informative,1,-0.7845,0.9312,sports,0.2748,0.2225
post_00137,user_00069,Can we talk about social media? There's so much to unpack here.,female,Independent,very conservative,Black,55-64,high school,75k-100k,married,not religious,0,informative,1,0.365,0.3742,gaming,0.7553,0.2342
post_00160,user_00080,Why does no one talk about climate policy enough? It really matters.,female,Republican,very liberal,White,55-64,postgraduate,100k+,divorced,religious,0,informative,1,0.8736,0.6371,politics,0.2845,0.1018
post_00194,user_00097,New report on housing affordability just dropped. The findings are surprising.,female,Republican,liberal,White,65+,college,25k-50k,married,somewhat religious,0,informative,1,0.1305,0.3103,arts_&_culture,0.8436,0.0142
post_00099,user_00050,Unpopular opinion: climate policy deserves way more attention.,male,Democrat,moderate,White,35-44,postgraduate,<25k,single,somewhat religious,0,informative,1,-0.2591,0.596,sports,0.6409,0.1154
post_00197,user_00099,Had a great conversation today about labor rights. So much nuance.,male,Independent,moderate,White,65+,postgraduate,25k-50k,married,religious,1,informative,1,0.1818,0.1321,celebrity_&_pop_culture,0.0487,0.2177
post_00073,user_00037,Just saw the news about immigration reform. Interesting times ahead.,non-binary,Republican,liberal,White,45-54,postgraduate,25k-50k,married,somewhat religious,0,informative,1,-0.711,0.5327,business_&_entrepreneurs,0.0848,0.0694
post_00163,user_00082,Can we talk about student debt? There's so much to unpack here.,male,Republican,conservative,White,25-34,college,75k-100k,single,somewhat religious,0,informative,1,-0.4372,0.3936,diaries_&_daily_life,0.5048,0.256
post_00066,user_00033,Reading about student debt this morning — highly recommend.,female,Republican,moderate,White,35-44,postgraduate,75k-100k,single,somewhat religious,0,informative,1,0.2997,0.4809,family,0.4897,0.1784
post_00072,user_00036,New report on foreign policy just dropped. The findings are surprising.,male,Democrat,very conservative,White,25-34,college,25k-50k,married,religious,0,informative,1,-0.053,0.7826,arts_&_culture,0.6219,0.0282
post_00152,user_00076,Unpopular opinion: gun safety deserves way more attention.,female,Republican,liberal,Asian,45-54,high school,75k-100k,married,somewhat religious,1,informative,1,0.7869,0.9361,food_&_dining,0.202,0.1805
post_00164,user_00082,Today I'm thinking about media bias and what it means for all of us.,male,Republican,conservative,White,25-34,college,75k-100k,single,somewhat religious,0,informative,1,0.7172,0.5007,diaries_&_daily_life,0.9211,0.0466
post_00004,user_00002,The election integrity situation has been on my mind a lot lately.,male,Democrat,conservative,Black,18-24,high school,50k-75k,widowed,religious,0,informative,1,0.5373,0.5996,celebrity_&_pop_culture,0.3969,0.1551
post_00101,user_00051,Excited to share my thoughts on housing affordability with everyone.,other,Republican,very liberal,White,18-24,high school,<25k,married,somewhat religious,0,informative,1,-0.9853,0.8675,gaming,0.1507,0.0967
post_00100,user_00050,Unpopular opinion: gun safety deserves way more attention.,male,Democrat,moderate,White,35-44,postgraduate,<25k,single,somewhat religious,0,informative,1,0.544,0.3764,family,0.6345,0.059
post_00127,user_00064,Had a great conversation today about tech regulation. So much nuance.,female,Democrat,moderate,White,35-44,college,<25k,single,not religious,0,informative,1,-0.6914,0.634,gaming,0.7721,0.1365
post_00126,user_00063,What's everyone's take on labor rights? I'm genuinely curious.,male,Republican,conservative,White,18-24,college,25k-50k,married,very religious,0,informative,1,-0.3753,0.5308,news_&_social_concern,0.9903,0.0004
post_00081,user_00041,Hot take: social media is more complicated than people think.,male,Independent,conservative,White,65+,college,75k-100k,single,very religious,0,informative,1,-0.0486,0.7848,sports,0.1638,0.0906
post_00171,user_00086,Why does no one talk about climate policy enough? It really matters.,male,Independent,very liberal,Hispanic,55-64,high school,25k-50k,married,religious,0,informative,1,0.3238,0.5045,travel_&_adventure,0.5871,0.0488
post_00170,user_00085,Long thread incoming on media bias — stay tuned.,non-binary,Republican,very liberal,Asian,35-44,college,50k-75k,single,very religious,1,informative,1,0.53,0.1439,travel_&_adventure,0.6376,0.0415
post_00056,user_00028,The housing affordability situation has been on my mind a lot lately.,male,Independent,moderate,White,25-34,high school,75k-100k,single,not religious,1,informative,1,0.1072,0.1655,food_&_dining,0.6702,0.0028
post_00148,user_00074,Just saw the news about social media. Interesting times ahead.,female,Democrat,moderate,Hispanic,55-64,postgraduate,25k-50k,divorced,somewhat religious,0,informative,1,0.9848,0.4379,family,0.4969,0.0957
post_00111,user_00056,Can we talk about foreign policy? There's so much to unpack here.,male,Independent,moderate,White,65+,high school,100k+,married,religious,0,informative,1,-0.4233,0.4126,news_&_social_concern,0.08,0.1294
post_00007,user_00004,Today I'm thinking about gun safety and what it means for all of us.,male,Democrat,liberal,Hispanic,45-54,college,50k-75k,divorced,somewhat religious,0,informative,1,0.8757,0.8009,learning_&_educational,0.049,0.1561
post_00075,user_00038,Reading about foreign policy this morning — highly recommend.,female,Independent,liberal,Hispanic,55-64,college,100k+,married,somewhat religious,0,informative,1,-0.7438,0.1218,politics,0.4941,0.1315
post_00044,user_00022,New report on minimum wage just dropped. The findings are surprising.,male,Other,liberal,White,55-64,college,25k-50k,single,religious,0,informative,1,0.6165,0.6712,business_&_entrepreneurs,0.9987,0.2394
post_00010,user_00005,Why does no one talk about media bias enough? It really matters.,female,Republican,moderate,White,35-44,college,75k-100k,married,somewhat religious,0,informative,1,0.0021,0.1017,business_&_entrepreneurs,0.0248,0.1802
post_00015,user_00008,Excited to share my thoughts on tax policy with everyone.,female,Republican,liberal,White,25-34,college,75k-100k,single,religious,1,informative,1,-0.6775,0.5238,news_&_social_concern,0.1916,0.2398
post_00080,user_00040,Today I'm thinking about housing affordability and what it means for all of us.,male,Independent,conservative,Hispanic,35-44,high school,75k-100k,divorced,very religious,0,informative,1,0.9384,0.5142,learning_&_educational,0.7207,0.1781
post_00143,user_00072,What's everyone's take on education funding? I'm genuinely curious.,female,Democrat,conservative,Other,25-34,postgraduate,100k+,married,somewhat religious,0,informative,1,0.5678,0.8511,fitness_&_health,0.3406,0.2566
post_00121,user_00061,Reading about social media this morning — highly recommend.,male,Republican,liberal,White,35-44,postgraduate,50k-75k,married,very religious,0,informative,1,0.5721,0.6777,arts_&_culture,0.8374,0.2351
post_00035,user_00018,Long thread incoming on media bias — stay tuned.,female,Independent,conservative,Hispanic,65+,postgraduate,75k-100k,divorced,somewhat religious,0,informative,1,-0.4375,0.7639,celebrity_&_pop_culture,0.8533,0.22
post_00086,user_00043,Today I'm thinking about foreign policy and what it means for all of us.,male,Democrat,moderate,White,18-24,college,<25k,married,religious,1,informative,1,0.0377,0.7803,family,0.0177,0.2806
post_00012,user_00006,What's everyone's take on minimum wage? I'm genuinely curious.,female,Democrat,moderate,White,25-34,high school,75k-100k,divorced,not religious,1,informative,1,-0.3881,0.2326,politics,0.9698,0.2979
post_00136,user_00068,Today I'm thinking about labor rights and what it means for all of us.,male,Democrat,conservative,Hispanic,18-24,college,25k-50k,widowed,not religious,1,informative,1,-0.1684,0.5354,sports,0.465,0.1991
post_00024,user_00012,Why does no one talk about tech regulation enough? It really matters.,male,Republican,liberal,White,18-24,college,<25k,married,very religious,0,informative,1,-0.3657,0.3336,learning_&_educational,0.2964,0.03
post_00083,user_00042,Had a great conversation today about labor rights. So much nuance.,male,Independent,liberal,Hispanic,35-44,postgraduate,25k-50k,single,somewhat religious,0,informative,1,-0.5396,0.1171,gaming,0.1876,0.2349
post_00048,user_00024,Unpopular opinion: education funding deserves way more attention.,non-binary,Republican,conservative,White,25-34,college,50k-75k,married,not religious,0,informative,1,0.3233,0.9866,fitness_&_health,0.3433,0.1132
post_00149,user_00075,Just saw the news about media bias. Interesting times ahead.,female,Independent,liberal,White,65+,postgraduate,25k-50k,divorced,somewhat religious,0,informative,1,-0.0186,0.9589,celebrity_&_pop_culture,0.8009,0.2388
post_00158,user_00079,Excited to share my thoughts on student debt with everyone.,female,Republican,moderate,Other,45-54,college,100k+,single,not religious,0,informative,1,-0.5455,0.739,gaming,0.173,0.0556
post_00106,user_00053,The tax policy situation has been on my mind a lot lately.,male,Independent,moderate,White,45-54,high school,50k-75k,divorced,not religious,0,informative,1,-0.012,0.6526,other,0.4116,0.0054
post_00189,user_00095,Today I'm thinking about infrastructure and what it means for all of us.,male,Independent,liberal,Black,65+,high school,25k-50k,single,religious,1,informative,1,-0.9252,0.0877,science_&_technology,0.0848,0.171
post_00085,user_00043,Reading about education funding this morning — highly recommend.,male,Democrat,moderate,White,18-24,college,<25k,married,religious,0,informative,2,0.5575,0.8576,celebrity_&_pop_culture,0.9632,0.0378
post_00020,user_00010,Hot take: media bias is more complicated than people think.,female,Republican,liberal,White,35-44,college,75k-100k,single,religious,0,informative,2,-0.4128,0.318,family,0.9096,0.1857
post_00145,user_00073,Had a great conversation today about housing affordability. So much nuance.,female,Democrat,liberal,Black,65+,college,50k-75k,married,not religious,0,informative,2,0.7491,0.2954,politics,0.5907,0.0606
post_00179,user_00090,Why does no one talk about tech regulation enough? It really matters.,female,Democrat,conservative,Black,55-64,high school,100k+,divorced,somewhat religious,0,informative,2,0.4338,0.4628,food_&_dining,0.782,0.0431
post_00151,user_00076,Hot take: election integrity is more complicated than people think.,female,Republican,liberal,Asian,45-54,high school,75k-100k,married,somewhat religious,0,informative,2,0.3297,0.2478,science_&_technology,0.9071,0.144
post_00122,user_00061,"Reminder that minimum wage affects everyone, not just a few.",male,Republican,liberal,White,35-44,postgraduate,50k-75k,married,very religious,1,informative,2,0.832,0.1197,celebrity_&_pop_culture,0.8866,0.2193
post_00007,user_00004,Today I'm thinking about gun safety and what it means for all of us.,male,Democrat,liberal,Hispanic,45-54,college,50k-75k,divorced,somewhat religious,1,informative,2,0.8757,0.8009,learning_&_educational,0.049,0.1561
post_00194,user_00097,New report on housing affordability just dropped. The findings are surprising.,female,Republican,liberal,White,65+,college,25k-50k,married,somewhat religious,0,informative,2,0.1305,0.3103,arts_&_culture,0.8436,0.0142
post_00180,user_00090,Had a great conversation today about housing affordability. So much nuance.,female,Democrat,conservative,Black,55-64,high school,100k+,divorced,somewhat religious,0,informative,2,0.7834,0.3833,politics,0.1344,0.1826
post_00096,user_00048,Reading about tax policy this morning — highly recommend.,female,Independent,very conservative,Hispanic,45-54,high school,<25k,married,somewhat religious,0,informative,2,0.1081,0.5724,celebrity_&_pop_culture,0.2377,0.2738
post_00102,user_00051,Reading about housing affordability this morning — highly recommend.,other,Republican,very liberal,White,18-24,high school,<25k,married,somewhat religious,0,informative,2,0.1753,0.2882,family,0.8021,0.0761
post_00157,user_00079,Quick update on tech regulation: things are moving fast.,female,Republican,moderate,Other,45-54,college,100k+,single,not religious,0,informative,2,-0.6954,0.8335,arts_&_culture,0.9275,0.0649
post_00172,user_00086,"Reminder that labor rights affects everyone, not just a few.",male,Independent,very liberal,Hispanic,55-64,high school,25k-50k,married,religious,1,informative,2,0.6095,0.8677,news_&_social_concern,0.4482,0.1469
post_00111,user_00056,Can we talk about foreign policy? There's so much to unpack here.,male,Independent,moderate,White,65+,high school,100k+,married,religious,0,informative,2,-0.4233,0.4126,news_&_social_concern,0.08,0.1294
post_00028,user_00014,Reading about student debt this morning — highly recommend.,female,Republican,moderate,Asian,45-54,postgraduate,25k-50k,married,not religious,0,informative,2,-0.7828,0.466,travel_&_adventure,0.8528,0.0636
post_00107,user_00054,Excited to share my thoughts on student debt with everyone.,female,Independent,very conservative,Other,45-54,college,100k+,married,very religious,1,informative,2,0.5162,0.3009,news_&_social_concern,0.8565,0.1538
post_00005,user_00003,Had a great conversation today about mental health. So much nuance.,female,Democrat,moderate,White,35-44,postgraduate,50k-75k,single,very religious,0,informative,2,-0.2527,0.7178,fitness_&_health,0.4204,0.1182
post_00125,user_00063,Today I'm thinking about tax policy and what it means for all of us.,male,Republican,conservative,White,18-24,college,25k-50k,married,very religious,0,informative,2,-0.4751,0.8505,travel_&_adventure,0.5409,0.2054
post_00001,user_00001,Reading about tax policy this morning — highly recommend.,male,Republican,moderate,White,55-64,postgraduate,50k-75k,married,somewhat religious,0,informative,2,-0.7195,0.565,fitness_&_health,0.6716,0.2577
post_00006,user_00003,Reading about renewable energy this morning — highly recommend.,female,Democrat,moderate,White,35-44,postgraduate,50k-75k,single,very religious,0,informative,2,-0.0267,0.1374,food_&_dining,0.7394,0.0037
post_00152,user_00076,Unpopular opinion: gun safety deserves way more attention.,female,Republican,liberal,Asian,45-54,high school,75k-100k,married,somewhat religious,0,informative,2,0.7869,0.9361,food_&_dining,0.202,0.1805
post_00187,user_00094,Excited to share my thoughts on tech regulation with everyone.,male,Republican,very liberal,Black,25-34,high school,100k+,widowed,very religious,0,informative,2,0.6526,0.6162,arts_&_culture,0.4014,0.0535
post_00166,user_00083,Reading about media bias this morning — highly recommend.,male,Independent,very liberal,White,55-64,high school,25k-50k,single,not religious,0,informative,2,0.3396,0.1091,learning_&_educational,0.8363,0.125
post_00113,user_00057,Quick update on infrastructure: things are moving fast.,female,Democrat,moderate,Black,35-44,high school,<25k,married,somewhat religious,0,informative,2,0.3445,0.5226,fitness_&_health,0.348,0.1409
post_00019,user_00010,Excited to share my thoughts on mental health with everyone.,female,Republican,liberal,White,35-44,college,75k-100k,single,religious,0,informative,2,-0.3794,0.4423,diaries_&_daily_life,0.2994,0.1566
post_00138,user_00069,"Reminder that renewable energy affects everyone, not just a few.",female,Independent,very conservative,Black,55-64,high school,75k-100k,married,not religious,1,informative,2,-0.1358,0.2969,science_&_technology,0.1239,0.1865
